Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Robert Pack","University of Southern California",77,1993,DEN,0.47,0.77,335,810,11199
"Gerald Paddio","University of Nevada, Las Vegas",41,1993,SEA,0.45,0.67,33,158,11200
"Walter Palmer","Dartmouth College",20,1993,DAL,0.47,0.67,5,60,11201
"Robert Parish*","Centenary College of Louisiana",79,1993,BOS,0.54,0.69,61,994,11202
"John Paxson","University of Notre Dame",59,1993,CHI,0.45,0.85,136,246,11203
"Kenny Payne","University of Louisville",13,1993,PHI,0.42,1,18,84,11204
"Gary Payton*","Oregon State University",82,1993,SEA,0.49,0.77,399,1110,11205
"Anthony Peeler","University of Missouri",77,1993,LAL,0.47,0.79,166,802,11206
"Will Perdue","Vanderbilt University",72,1993,CHI,0.56,0.6,74,341,11207
"Sam Perkins","University of North Carolina",79,1993,TOT,0.48,0.82,156,1036,11208
"Sam Perkins","University of North Carolina",49,1993,LAL,0.46,0.83,128,673,11209
"Sam Perkins","University of North Carolina",30,1993,SEA,0.51,0.8,28,363,11210
"Tim Perry","Temple University",81,1993,PHI,0.47,0.71,126,731,11211
"Chuck Person","Auburn University",78,1993,MIN,0.43,0.65,343,1309,11212
"Drazen Petrovic*",NULL,70,1993,NJN,0.52,0.87,247,1564,11213
"Bobby Phills","Southern University and A&M College",31,1993,CLE,0.46,0.6,10,93,11214
"Ricky Pierce","Rice University",77,1993,SEA,0.49,0.89,220,1403,11215
"Ed Pinckney","Villanova University",7,1993,BOS,0.42,0.92,1,32,11216
"Scottie Pippen*","University of Central Arkansas",81,1993,CHI,0.47,0.66,507,1510,11217
"Gary Plummer","Boston University",60,1993,DEN,0.47,0.73,40,281,11218
"Olden Polynice","University of Virginia",67,1993,DET,0.49,0.47,29,486,11219
"Terry Porter","University of Wisconsin-Stevens Point",81,1993,POR,0.45,0.84,419,1476,11220
"Paul Pressey","University of Tulsa",18,1993,GSW,0.44,0.78,30,79,11221
"Brent Price","University of Oklahoma",68,1993,WSB,0.36,0.79,154,262,11222
"Mark Price","Georgia Institute of Technology",75,1993,CLE,0.48,0.95,602,1365,11223
"Anthony Pullard","McNeese State University",8,1993,MIL,0.44,0.33,2,17,11224
"Kurt Rambis","Santa Clara University",72,1993,TOT,0.52,0.66,53,177,11225
"Kurt Rambis","Santa Clara University",5,1993,PHO,0.57,0.5,1,9,11226
"Kurt Rambis","Santa Clara University",67,1993,SAC,0.52,0.67,52,168,11227
"Mark Randall","University of Kansas",37,1993,TOT,0.5,0.62,11,97,11228
"Mark Randall","University of Kansas",2,1993,MIN,0,NULL,1,0,11229
"Mark Randall","University of Kansas",35,1993,DET,0.51,0.62,10,97,11230
"Blair Rasmussen","University of Oregon",22,1993,ATL,0.38,0.69,5,71,11231
"J.R. Reid",NULL,83,1993,TOT,0.48,0.76,80,780,11232
"J.R. Reid",NULL,17,1993,CHH,0.43,0.74,24,127,11233
"J.R. Reid",NULL,66,1993,SAS,0.49,0.77,56,653,11234
"Glen Rice","University of Michigan",82,1993,MIA,0.44,0.82,180,1554,11235
"Pooh Richardson","University of California, Los Angeles",74,1993,IND,0.48,0.74,573,769,11236
"Mitch Richmond*","Kansas State University",45,1993,SAC,0.47,0.85,221,987,11237
"Doc Rivers","Marquette University",77,1993,NYK,0.44,0.82,405,604,11238
"Fred Roberts","Brigham Young University",79,1993,MIL,0.53,0.8,118,599,11239
"Stanley Roberts","Louisiana State University",77,1993,LAC,0.53,0.49,59,870,11240
"Alvin Robertson","University of Arkansas",69,1993,TOT,0.46,0.66,263,618,11241
"Alvin Robertson","University of Arkansas",39,1993,MIL,0.48,0.63,156,339,11242
"Alvin Robertson","University of Arkansas",30,1993,DET,0.43,0.69,107,279,11243
"Clifford Robinson","University of Southern California",82,1993,POR,0.47,0.69,182,1570,11244
"David Robinson*","United States Naval Academy",82,1993,SAS,0.5,0.73,301,1916,11245
"Larry Robinson","Centenary College of Louisiana",4,1993,WSB,0.38,0.6,3,15,11246
"Rumeal Robinson","University of Michigan",80,1993,NJN,0.42,0.57,323,672,11247
"Dennis Rodman*","Southeastern Oklahoma State University",62,1993,DET,0.43,0.53,102,468,11248
"Tree Rollins","Clemson University",42,1993,HOU,0.27,0.75,10,31,11249
"Sean Rooks","University of Arizona",72,1993,DAL,0.49,0.6,95,970,11250
"Donald Royal","University of Notre Dame",77,1993,ORL,0.5,0.82,80,706,11251
"Delaney Rudd","Wake Forest University",15,1993,POR,0.19,0.79,17,26,11252
"Jeff Ruland","Iona College",11,1993,DET,0.46,0.5,2,12,11253
"John Salley","Georgia Institute of Technology",51,1993,MIA,0.5,0.8,83,423,11254
"Jeff Sanders","Georgia Southern University",9,1993,ATL,0.4,0.5,6,24,11255
"Mike Sanders","University of California, Los Angeles",53,1993,CLE,0.5,0.76,75,454,11256
"Danny Schayes","Syracuse University",70,1993,MIL,0.4,0.82,78,322,11257
"Steve Scheffler","Purdue University",29,1993,SEA,0.52,0.67,5,66,11258
"Dwayne Schintzius","University of Florida",5,1993,NJN,0.29,1,2,7,11259
"Detlef Schrempf","University of Washington",82,1993,IND,0.48,0.8,493,1567,11260
"Byron Scott","Arizona State University",58,1993,LAL,0.45,0.85,157,792,11261
"Dennis Scott","Georgia Institute of Technology",54,1993,ORL,0.43,0.79,136,858,11262
"Malik Sealy","St. John's University",58,1993,IND,0.43,0.69,47,330,11263
"Rony Seikaly","Syracuse University",72,1993,MIA,0.48,0.74,100,1232,11264
"Brad Sellers","Ohio State University",54,1993,MIN,0.38,0.95,46,135,11265
"Charles Shackleford","North Carolina State University",48,1993,PHI,0.49,0.63,26,191,11266
"Brian Shaw","University of California, Santa Barbara",68,1993,MIA,0.39,0.78,235,498,11267
"Lionel Simmons","La Salle University",69,1993,SAC,0.44,0.82,312,1235,11268
"Scott Skiles","Michigan State University",78,1993,ORL,0.47,0.89,735,1201,11269
"Charles Smith","University of Pittsburgh",81,1993,NYK,0.47,0.78,142,1003,11270
"Chris Smith","University of Pittsburgh",80,1993,MIN,0.43,0.79,196,347,11271
"Doug Smith","University of Minnesota",61,1993,DAL,0.43,0.76,104,634,11272
"Kenny Smith","University of North Carolina",82,1993,HOU,0.52,0.88,446,1065,11273
"LaBradford Smith","Alcorn State University",69,1993,WSB,0.46,0.86,186,639,11274
"Larry Smith","Alcorn State University",66,1993,SAS,0.44,0.41,28,85,11275
"Reggie Smith","Texas Christian University",23,1993,POR,0.37,0.21,1,23,11276
"Steve Smith","Michigan State University",48,1993,MIA,0.45,0.79,267,766,11277
"Tony Smith",NULL,55,1993,LAL,0.48,0.76,63,330,11278
"Rik Smits","Marist College",81,1993,IND,0.49,0.73,121,1155,11279
"Andre Spencer","Northern Arizona University",20,1993,TOT,0.45,0.76,24,187,11280
"Andre Spencer","Northern Arizona University",3,1993,ATL,0,NULL,0,0,11281
"Andre Spencer","Northern Arizona University",17,1993,GSW,0.46,0.76,24,187,11282
"Elmore Spencer","University of Nevada, Las Vegas",44,1993,LAC,0.54,0.5,8,104,11283
"Felton Spencer","University of Louisville",71,1993,MIN,0.47,0.65,17,293,11284
"Latrell Sprewell","University of Alabama",77,1993,GSW,0.46,0.75,295,1182,11285
"John Starks","Oklahoma State University",80,1993,NYK,0.43,0.8,404,1397,11286
"Barry Stevens","Iowa State University",2,1993,GSW,0.5,NULL,0,2,11287
"Larry Stewart","Coppin State University",81,1993,WSB,0.54,0.73,146,796,11288
"Bryant Stith","University of Virginia",39,1993,DEN,0.45,0.83,49,347,11289
"Alex Stivrins","University of Colorado",19,1993,TOT,0.49,0.75,3,41,11290
"Alex Stivrins","University of Colorado",10,1993,PHO,0.61,NULL,1,22,11291
"Alex Stivrins","University of Colorado",1,1993,LAC,0,NULL,0,0,11292
"Alex Stivrins","University of Colorado",3,1993,MIL,0.36,0.75,2,11,11293
"Alex Stivrins","University of Colorado",5,1993,ATL,0.44,NULL,0,8,11294
"John Stockton*","Gonzaga University",82,1993,UTA,0.49,0.8,987,1239,11295
"Rod Strickland","Jacksonville University",78,1993,POR,0.49,0.72,559,1069,11296
"Derek Strong","Xavier University",23,1993,MIL,0.46,0.8,14,156,11297
"Lamont Strothers","Christopher Newport University",9,1993,DAL,0.33,0.8,13,50,11298
"Terry Teagle","Baylor University",2,1993,HOU,0.29,0.5,2,5,11299
"Isiah Thomas*","Indiana University",79,1993,DET,0.42,0.74,671,1391,11300
"LaSalle Thompson","University of Texas at Austin",63,1993,IND,0.49,0.74,34,237,11301
"Otis Thorpe","Providence College",72,1993,HOU,0.56,0.6,181,923,11302
"Sedale Threatt","West Virginia University Institute of Technology",82,1993,LAL,0.51,0.82,564,1235,11303
"Wayman Tisdale","University of Oklahoma",76,1993,SAC,0.51,0.76,108,1263,11304
"Tom Tolbert","University of Arizona",72,1993,ORL,0.5,0.73,91,583,11305
"Trent Tucker","University of Minnesota",69,1993,CHI,0.49,0.82,82,356,11306
"Jeff Turner","Vanderbilt University",75,1993,ORL,0.53,0.8,107,528,11307
"Kiki Vandeweghe","University of California, Los Angeles",41,1993,LAC,0.45,0.88,25,254,11308
"Loy Vaught","University of Michigan",79,1993,LAC,0.51,0.75,54,743,11309
"Gundars Vetra",NULL,13,1993,MIN,0.48,0.67,6,45,11310
"Darrell Walker","University of Arkansas",37,1993,TOT,0.35,0.46,53,80,11311
"Darrell Walker","University of Arkansas",9,1993,DET,0.16,0.33,9,8,11312
"Darrell Walker","University of Arkansas",28,1993,CHI,0.4,0.5,44,72,11313
"Duane Washington","Middle Tennessee State University",4,1993,LAC,0,NULL,5,0,11314
"Clarence Weatherspoon","University of Southern Mississippi",82,1993,PHI,0.47,0.71,147,1280,11315
"Marcus Webb","University of Alabama",9,1993,BOS,0.52,0.62,2,39,11316
"Spud Webb","North Carolina State University",69,1993,SAC,0.43,0.85,481,1000,11317
"Robert Werdann","St. John's University",28,1993,DEN,0.31,0.55,7,53,11318
"Doug West","Villanova University",80,1993,MIN,0.52,0.84,235,1543,11319
"Mark West","Old Dominion University",82,1993,PHO,0.61,0.52,29,436,11320
"Randy White","Louisiana Tech University",64,1993,DAL,0.44,0.75,49,618,11321
"Morlon Wiley","California State University, Long Beach",58,1993,TOT,0.38,0.65,181,263,11322
"Morlon Wiley","California State University, Long Beach",25,1993,ATL,0.32,0.63,81,72,11323
"Morlon Wiley","California State University, Long Beach",33,1993,DAL,0.41,0.67,100,191,11324
"Dominique Wilkins*","University of Georgia",71,1993,ATL,0.47,0.83,227,2121,11325
"Eddie Lee",NULL,26,1993,PHI,0.57,0.62,2,158,11326
"Gerald Wilkins","University of Tennessee at Chattanooga",80,1993,CLE,0.45,0.84,183,890,11327
"Buck Williams","University of Maryland",82,1993,POR,0.51,0.65,75,678,11328
"Corey Williams","Oklahoma State University",35,1993,CHI,0.37,0.82,23,81,11329
"Herb Williams","Ohio State University",55,1993,NYK,0.41,0.67,19,158,11330
"Hot Rod",NULL,67,1993,CLE,0.47,0.72,152,738,11331
"Jayson Williams","St. John's University",12,1993,NJN,0.46,0.39,0,49,11332
"John Williams","New Mexico State University",74,1993,LAC,0.43,0.54,142,492,11333
"Kenny Williams","St. John's University",57,1993,IND,0.53,0.71,38,348,11334
"Lorenzo Williams","Stetson University",27,1993,TOT,0.47,0.29,5,36,11335
"Lorenzo Williams","Stetson University",2,1993,CHH,0.33,NULL,0,2,11336
"Lorenzo Williams","Stetson University",3,1993,ORL,0,NULL,0,0,11337
"Lorenzo Williams","Stetson University",22,1993,BOS,0.52,0.29,5,34,11338
"Micheal Williams","Lincoln University of Missouri",76,1993,MIN,0.45,0.91,661,1151,11339
"Reggie Williams","Georgetown University",79,1993,DEN,0.46,0.8,295,1341,11340
"Scott Williams","University of North Carolina",71,1993,CHI,0.47,0.71,68,422,11341
"Walt Williams","Indiana University",59,1993,SAC,0.44,0.74,178,1001,11342
"Kevin Willis","St. John's University",80,1993,ATL,0.51,0.65,165,1435,11343
"Kennard Winchester","Averett University",39,1993,HOU,0.44,0.77,13,143,11344
"David Wingate","Georgetown University",72,1993,CHH,0.54,0.74,183,440,11345
"Joe Wolf","University of North Carolina",23,1993,TOT,0.46,0.81,5,53,11346
"Joe Wolf","University of North Carolina",2,1993,BOS,0,0.5,0,1,11347
"Joe Wolf","University of North Carolina",21,1993,POR,0.47,0.86,5,52,11348
"David Wood","University of Nevada, Reno",64,1993,SAS,0.44,0.84,34,155,11349
"Randy Woods","La Salle University",41,1993,LAC,0.35,0.73,40,68,11350
"Orlando Woolridge","University of Notre Dame",58,1993,TOT,0.48,0.68,115,698,11351
"Orlando Woolridge","University of Notre Dame",50,1993,DET,0.48,0.67,112,655,11352
"Orlando Woolridge","University of Notre Dame",8,1993,MIL,0.55,0.78,3,43,11353
"James Worthy*","University of North Carolina",82,1993,LAL,0.45,0.81,278,1221,11354
"Howard Wright","Austin Peay State University",4,1993,ORL,0.8,0,0,8,11355
"Danny Young","Wake Forest University",65,1993,DET,0.41,0.88,119,188,11356
"Alaa Abdelnaby","Duke University",13,1994,BOS,0.44,0.64,3,64,11358
"Mahmoud Abdul-Rauf","University of California, Los Angeles",80,1994,DEN,0.46,0.96,362,1437,11359
"Michael Adams","Boston College",70,1994,WSB,0.41,0.83,480,849,11360
"Mark Aguirre","DePaul University",39,1994,LAC,0.47,0.69,104,413,11361
"Danny Ainge","Brigham Young University",68,1994,PHO,0.42,0.83,180,606,11362
"Gary Alexander","University of South Florida",11,1994,TOT,0.57,0.33,2,19,11363
"Gary Alexander","University of South Florida",4,1994,MIA,0.5,0,1,2,11364
"Gary Alexander","University of South Florida",7,1994,CLE,0.58,0.43,1,17,11365
"Victor Alexander","Iowa State University",69,1994,GSW,0.53,0.53,66,602,11366
"Eric Anderson","Indiana University",11,1994,NYK,0.41,0.36,2,21,11367
"Greg Anderson","University of Houston",77,1994,DET,0.54,0.57,51,491,11368
"Kenny Anderson","Georgia Institute of Technology",82,1994,NJN,0.42,0.82,784,1538,11369
"Nick Anderson","University of Illinois at Urbana-Champaign",81,1994,ORL,0.48,0.67,294,1277,11370
"Ron Anderson","California State University, Fresno",21,1994,TOT,0.41,0.83,17,96,11371
"Ron Anderson","California State University, Fresno",11,1994,NJN,0.35,0.83,6,44,11372
"Ron Anderson","California State University, Fresno",10,1994,WSB,0.47,0.82,11,52,11373
"Willie Anderson","University of Georgia",80,1994,SAS,0.47,0.85,347,955,11374
"Greg Anthony","University of Nevada, Las Vegas",80,1994,NYK,0.39,0.77,365,628,11375
"B.J. Armstrong",NULL,82,1994,CHI,0.48,0.86,323,1212,11376
"Vincent Askew","University of Memphis",80,1994,SEA,0.48,0.83,194,727,11377
"Keith Askins","University of Alabama",37,1994,MIA,0.41,0.9,13,85,11378
"Stacey Augmon","University of Nevada, Las Vegas",82,1994,ATL,0.51,0.76,187,1212,11379
"Isaac Austin","Arizona State University",14,1994,PHI,0.44,0.61,17,72,11380
"Anthony Avent","Seton Hall University",74,1994,TOT,0.38,0.72,65,389,11381
"Anthony Avent","Seton Hall University",33,1994,MIL,0.4,0.77,33,245,11382
"Anthony Avent","Seton Hall University",41,1994,ORL,0.34,0.64,32,144,11383
"John Bagley","Boston College",3,1994,ATL,0,1,3,2,11384
"Thurl Bailey","North Carolina State University",79,1994,MIN,0.51,0.8,54,583,11385
"Vin Baker","University of Hartford",82,1994,MIL,0.5,0.57,163,1105,11386
"Charles Barkley*","Auburn University",65,1994,PHO,0.5,0.7,296,1402,11387
"Dana Barros","Boston College",81,1994,PHI,0.47,0.8,424,1075,11388
"Jon Barry","Georgia Institute of Technology",72,1994,MIL,0.41,0.8,168,445,11389
"John Battle","Rutgers University",51,1994,CLE,0.48,0.75,83,338,11390
"Benoit Benjamin","Creighton University",77,1994,NJN,0.48,0.71,44,718,11391
"Tony Bennett","University of Wisconsin-Green Bay",74,1994,CHH,0.4,0.73,163,248,11392
"David Benoit","University of Alabama",55,1994,UTA,0.39,0.77,23,358,11393
"Rolando Blackman","Kansas State University",55,1994,NYK,0.44,0.91,76,400,11394
"Mookie Blaylock","University of Oklahoma",81,1994,ATL,0.41,0.73,789,1118,11395
"Corie Blount","University of Cincinnati",67,1994,CHI,0.44,0.61,56,198,11396
"Muggsy Bogues","Wake Forest University",77,1994,CHH,0.47,0.81,780,835,11397
"Manute Bol","University of Bridgeport",14,1994,TOT,0.21,NULL,1,8,11398
"Manute Bol","University of Bridgeport",8,1994,MIA,0.08,NULL,0,2,11399
"Manute Bol","University of Bridgeport",2,1994,WSB,NULL,NULL,1,0,11400
"Manute Bol","University of Bridgeport",4,1994,PHI,0.43,NULL,0,6,11401
"Walter Bond","University of Minnesota",56,1994,UTA,0.4,0.78,31,176,11402
"Anthony Bonner","Saint Louis University",73,1994,NYK,0.56,0.48,88,374,11403
"Anthony Bowie","University of Oklahoma",70,1994,ORL,0.48,0.84,102,320,11404
"Sam Bowie","University of Kentucky",25,1994,LAL,0.44,0.87,47,223,11405
"Shawn Bradley","Brigham Young University",49,1994,PHI,0.41,0.61,98,504,11406
"Terrell Brandon","University of Oregon",73,1994,CLE,0.42,0.86,277,606,11407
"Randy Breuer","University of Minnesota",26,1994,SAC,0.31,0.21,8,19,11408
"Frank Brickowski","Pennsylvania State University",71,1994,TOT,0.49,0.77,222,935,11409
"Frank Brickowski","Pennsylvania State University",43,1994,MIL,0.48,0.78,165,653,11410
"Frank Brickowski","Pennsylvania State University",28,1994,CHH,0.5,0.75,57,282,11411
"Kevin Brooks","University of Louisiana at Lafayette",34,1994,DEN,0.36,0.9,3,85,11412
"Scott Brooks","University of California, Irvine",73,1994,HOU,0.49,0.87,149,381,11413
"Chucky Brown","North Carolina State University",1,1994,DAL,1,1,0,3,11414
"Dee Brown","Jacksonville University",77,1994,BOS,0.48,0.83,347,1192,11415
"Mike Brown","George Washington University",82,1994,MIN,0.43,0.65,72,299,11416
"P.J. Brown",NULL,79,1994,NJN,0.42,0.76,93,450,11417
"Randy Brown","University of Idaho",61,1994,SAC,0.44,0.61,133,273,11418
"Mark Bryant","Seton Hall University",79,1994,POR,0.48,0.69,37,442,11419
"Jud Buechler","University of Arizona",36,1994,GSW,0.5,0.5,16,106,11420
"Matt Bullard","University of Iowa",65,1994,HOU,0.35,0.77,64,226,11421
"Evers Burns","University of Maryland",23,1994,SAC,0.4,0.52,9,56,11422
"Scott Burrell","University of Connecticut",51,1994,CHH,0.42,0.66,62,244,11423
"Willie Burton","University of Minnesota",53,1994,MIA,0.44,0.76,39,371,11424
"Mitchell Butler","University of Memphis",75,1994,WSB,0.5,0.58,77,518,11425
"Michael Cage","San Diego State University",82,1994,SEA,0.55,0.49,45,378,11426
"Elden Campbell","Clemson University",76,1994,LAL,0.46,0.69,86,934,11427
"Tony Campbell","Ohio State University",63,1994,TOT,0.44,0.78,82,555,11428
"Tony Campbell","Ohio State University",22,1994,NYK,0.49,0.81,31,157,11429
"Tony Campbell","Ohio State University",41,1994,DAL,0.43,0.77,51,398,11430
"Antoine Carr","Wichita State University",34,1994,SAS,0.49,0.72,15,198,11431
"Bill Cartwright","University of San Francisco",42,1994,CHI,0.51,0.68,57,235,11432
"Sam Cassell","Florida State University",66,1994,HOU,0.42,0.84,192,440,11433
"Duane Causwell","Temple University",41,1994,SAC,0.52,0.59,11,182,11434
"Cedric Ceballos","California State University, Fullerton",53,1994,PHO,0.54,0.72,91,1010,11435
"Tom Chambers","University of Utah",80,1994,UTA,0.44,0.79,79,893,11436
"Rex Chapman","University of Kentucky",60,1994,WSB,0.5,0.82,185,1094,11437
"Calbert Cheaney","Indiana University",65,1994,WSB,0.47,0.77,126,779,11438
"Pete Chilcutt","University of North Carolina",76,1994,TOT,0.45,0.63,86,450,11439
"Pete Chilcutt","University of North Carolina",46,1994,SAC,0.46,0.6,71,335,11440
"Pete Chilcutt","University of North Carolina",30,1994,DET,0.43,0.77,15,115,11441
"Doug Christie","Pepperdine University",65,1994,LAL,0.43,0.7,136,672,11442
"Ben Coleman","University of Maryland",9,1994,DET,0.48,0.5,0,28,11443
"Derrick Coleman","Syracuse University",77,1994,NJN,0.45,0.77,262,1559,11444
"Bimbo Coles","Virginia Polytechnic Institute and State University",76,1994,MIA,0.45,0.78,263,588,11445
"Marty Conlon","Providence College",30,1994,TOT,0.58,0.81,34,233,11446
"Marty Conlon","Providence College",16,1994,CHH,0.61,0.82,28,163,11447
"Marty Conlon","Providence College",14,1994,WSB,0.52,0.8,6,70,11448
"Lester Conner","Oregon State University",11,1994,IND,0.37,0.5,31,31,11449
